"genes","logFC","logCPM","PValue","FDR"
"TMEM57",-1.16379667032465,5.54262224960202,8.03261299483681e-17,1.05560009913577e-14
"HLA-DRA",3.46331346046455,8.52065364625691,8.35849187119194e-17,1.08295446088866e-14
"GLYR1",-0.926630622240367,6.27142835908498,9.51227614935651e-17,1.21532539302681e-14
"NOP14",-1.29002707192133,5.46199192585251,9.88468971206684e-17,1.24560631042881e-14
"ASPSCR1",-1.58383712593366,5.93966776590447,1.245885037788e-16,1.54876979224484e-14
"EIF3B",-1.28198187188701,7.67716646078144,1.40881984337998e-16,1.72796449856699e-14
"TMEM150A",-1.36323101025502,4.86148066968602,1.86518127702659e-16,2.25760560096942e-14
"RIN1",-2.03800577646687,4.15071971148515,2.08211140624312e-16,2.4874471202637e-14
"DHX37",-1.09413376054628,4.60610999519147,2.14250989740841e-16,2.5167003034852e-14
"FEM1B",-1.26329567445805,6.26010259167693,2.16131453392032e-16,2.5167003034852e-14
"CHMP1B",-2.32417317962614,7.5434700067998,2.73632046739675e-16,3.13201642645983e-14
"VARS",-1.39307541388569,6.40384467210593,2.8071279453976e-16,3.13201642645983e-14
"CLASRP",-1.14428127361516,5.45505643247752,2.82123386316289e-16,3.13201642645983e-14
"CTDSPL",1.8085617955477,5.99555503658629,2.82593068155415e-16,3.13201642645983e-14
"MYBBP1A",-1.1647402812642,5.78716006882269,2.92762491255293e-16,3.20609780602077e-14
"SRPK1",-1.33543316291161,4.7856164801191,3.03053009967264e-16,3.2797466337516e-14
"ABCA5",-1.48799688854505,6.88921706058715,3.42479864071764e-16,3.66333984836763e-14
"ZNF274",-1.22408510588322,4.47120895074325,3.59756285446417e-16,3.80390582738114e-14
"NES",2.87794999133858,9.13806961526868,3.79013476542555e-16,3.961982921267e-14
"PRMT2",1.40757614367511,5.5822078570378,4.05823734723925e-16,4.16115699227967e-14
"SUPT6H",-0.861368357100068,6.94253891947977,4.07113957283586e-16,4.16115699227967e-14
"TSPYL2",-1.64590891122463,5.70091740230963,4.47325203028819e-16,4.52191707984847e-14
"YPEL3",-1.26767817697317,6.66764015702241,4.54002818096344e-16,4.53953469963943e-14
"PSMB8",2.92313839082388,6.10504263023643,4.60742798036278e-16,4.55739032165132e-14
"MT1X",-2.92878030652783,8.07823810674287,4.76608326180973e-16,4.66417020482848e-14
"HLA-DMA",2.49722675792506,5.75480662046222,4.91944533381093e-16,4.76357659218177e-14
