"genes","logFC","logCPM","PValue","FDR"
"A4GALT",0.0763327546656404,4.28524377765915,0.229530484259381,0.272935192605739
"HIPK2",0.0478760297991016,7.36081825588196,0.23015070219856,0.273637446161116
"RNASE1",0.0940310382587667,5.63496145844296,0.230868722488851,0.274455785871807
"RMND5A",-0.0411559769172994,7.3688750856738,0.231343669580236,0.274984987624924
"CPSF2",-0.0271151743319331,5.9589216997198,0.231471213765846,0.275101168311127
"OGFOD3",-0.0332460323780963,4.53022970427181,0.231581432163088,0.275196730213371
"GNB4",-0.0931172684981028,2.84095232316555,0.231675392517463,0.275272949971515
"USP37",-0.0526071637850884,3.0480549816117,0.23202594616492,0.275653990868517
"TIA1",-0.0358896845141365,5.53617357746837,0.23208537206271,0.275689109446773
"TNRC18",0.0506825170883396,5.98954250833327,0.23232714211652,0.275940793731034
"CREB1",-0.0411833915929946,4.41772786594013,0.232595472140331,0.27622395514311
"STAT2",0.0520520471196234,5.62654043798188,0.232762285735501,0.276386337588409
"TYW1",0.0476079924202341,4.63831857339472,0.232792089129008,0.276386337588409
"SDE2",0.0363283750578915,4.59289020717793,0.232909979775754,0.276490743738424
"LINS1",0.031992882851237,2.99377758365893,0.2333570588865,0.276985857089017
"SCAF8",-0.0274199543997455,5.69741880948558,0.233434588290271,0.2770422582293
"RPL27",0.0471942574504666,8.58962429247705,0.233755745431345,0.277387747278153
"PGM3",0.0484422515557892,3.65459525402371,0.233814916637777,0.277422300190658
"MARS",0.0334196930476816,6.14477786415084,0.234451980245604,0.278142427663175
"ADGRG1",-0.0730489356377901,4.48781842963134,0.23531878799229,0.279114909493494
"HMGB1",-0.0234032477470119,7.44177387414017,0.235332178592554,0.279114909493494
"ELL",-0.0458740224016997,5.04942542536471,0.235752963451922,0.279578058276553
"CAPRIN2",-0.0725658327715929,4.77202258738953,0.235813678624226,0.279614138391809
"HP1BP3",-0.0260804541103309,7.3579207451787,0.235974536434129,0.279768937300725
"CCDC146",-0.0939055931159484,1.96449978043564,0.236112491378529,0.279896546541056
"TMEM68",-0.0498963421689568,2.37181893521911,0.236586209634995,0.280422098246102
"RFC4",0.0348919253150285,2.51236430119159,0.236630334143312,0.280438389328144
"PACS1",0.0481546855996477,5.57121496316215,0.236694388389138,0.280478292582816
"UBE2D3",0.0258417840716191,8.15817842528222,0.236805471270002,0.280573906468154
"KAT8",-0.0294238742068022,5.53573814276159,0.236913435208897,0.2806658008744
"GIPC1",-0.0367018446339496,5.51991125036743,0.237096551097646,0.28084669102815
"CNRIP1",-0.0854040122091768,3.15679495363135,0.237271286890526,0.281017609608217
"SPATA5L1",-0.0338306938906947,3.60631454542894,0.238323248968112,0.28222731381971
"CNTLN",0.0520329058378515,2.57005392648594,0.238452722919694,0.282344418326283
"C9orf64",0.0318627176868804,3.09590223263166,0.238774610750673,0.282689294836407
"ANKRD1",-0.186278383178642,8.75953948807622,0.238870302473598,0.282766319842752
"ZFP91",0.0307855338250044,6.848484915734,0.238926914235549,0.282797069535627
"KIF7",-0.110910266955925,1.8734115186195,0.23901042122261,0.282841381594949
"PSMD9",-0.0343088982185866,3.96663230952286,0.239025632956581,0.282841381594949
"MCTS1",-0.0352526252750168,4.00117470098248,0.239682536229684,0.283582349645759
"SYNGR2",0.0420392345880031,7.56985468590822,0.239925323439246,0.283792524825404
"ZNF615",0.0347789272164342,2.99296367492648,0.2399274619313,0.283792524825404
"PLD1",-0.0996668436616616,2.46032893820949,0.239952405618273,0.283792524825404
"NUPL2",0.0279794855403154,3.58390137161366,0.240508399357918,0.284413660578138
"ANKAR",-0.0468477438682421,2.09589834503136,0.240598458561575,0.284483716021762
"PIAS2",-0.027948383586624,5.6567469303724,0.240804970901027,0.284691430121334
"MAFA",-0.0820823503932581,4.85815882642643,0.240973927745553,0.284854696762607
"DDX28",0.0389830604556239,3.65815499964419,0.241011344253809,0.284862447990641
"SCAND1",0.0504309949266971,4.89540244976206,0.24111066648245,0.284943357098899
"STIM1",0.0304099833250393,7.59010102711015,0.241165722166059,0.284971938212352
"S100A10",-0.111285233306485,5.25405835233375,0.241650916001844,0.285508716960581
