"genes","logFC","logCPM","PValue","FDR"
"ANXA6",-0.364911816347063,8.05817010630461,6.43876739926658e-10,8.34277167562221e-08
"EVL",-0.67924930123887,5.06222992157293,6.47431222866413e-10,8.34277167562221e-08
"SH3KBP1",-0.861852743079023,3.99909185561856,6.50719922700465e-10,8.34277167562221e-08
"IVD",-0.452994468442807,6.11555652669026,6.76804152034423e-10,8.55832757182158e-08
"ITGB1BP2",-0.879461796032744,4.26206242103642,7.84562445340459e-10,9.78688639586186e-08
"R3HCC1L",0.338724337999959,3.57171291616017,8.08126200290661e-10,9.94641727317746e-08
"MAGED1",-0.650345672232962,6.03480002142331,8.59320548816855e-10,1.04373526133268e-07
"SOD2",0.813588157569642,11.6749306723275,8.88125630894483e-10,1.06471268815415e-07
"CCND1",-1.29004749692045,3.08384224934776,9.55482015710543e-10,1.13077621628513e-07
"ZNF598",0.400354922783512,5.20089190422904,1.37403398338959e-09,1.60553262033789e-07
"ARHGEF9",-0.547830553465508,3.59582672184757,1.41397973734215e-09,1.63155586942567e-07
"IFT27",-0.548728924866576,3.19235546911483,1.44837763690946e-09,1.65061406991496e-07
"TRAPPC2L",-0.427553706047649,4.68941915670932,1.66552864852911e-09,1.87493840909417e-07
"ZNF618",-0.722314142016218,3.16805279912277,1.74484522533718e-09,1.94056220181777e-07
"SSH2",0.410504306568433,8.03239036639536,1.7744218752505e-09,1.94996289648064e-07
"PPA2",-0.418308550149081,4.96186175388447,1.81148854519819e-09,1.95195096547899e-07
"NSL1",-0.330885085844153,3.89106804353265,1.83693639822315e-09,1.95195096547899e-07
"BMPR1A",-0.455010271432318,5.08313113653705,1.83966779326911e-09,1.95195096547899e-07
"GRHPR",-0.366017798372303,6.46845363014387,1.97061539339303e-09,2.05636094461781e-07
"SECISBP2",0.308808516820252,6.15359540606721,1.98262511180788e-09,2.05636094461781e-07
"OSGEP",-0.419239122909351,4.37812687738632,2.01478384767683e-09,2.06649663310054e-07
"MAGEF1",-0.42442297829344,4.40008969573872,2.07493740860345e-09,2.10480738668335e-07
"SSRP1",0.332141861535952,6.69474219303225,2.14119565445941e-09,2.1484105528603e-07
"MSL1",0.262195214061501,6.6325324585972,2.22639986735062e-09,2.20988141672189e-07
"INO80",0.232644894057977,5.66519046677881,2.27905758975922e-09,2.22242280681779e-07
"PIAS3",0.404281949268815,4.76298597472041,2.28718629235934e-09,2.22242280681779e-07
"C2CD2L",0.357175444119928,4.27747120762212,2.35801612687244e-09,2.26737988199578e-07
"DCTN3",-0.340649858105949,5.5628385688476,2.38271838279885e-09,2.26751272078517e-07
"COX18",-0.378372676861208,3.48885084847947,2.56324261950943e-09,2.41441761435628e-07
"ZNF213",0.432959354292107,4.18020817379575,2.70896781510116e-09,2.50273517897306e-07
"MAGI1",-0.660390540621735,4.35364357483675,2.7112286631709e-09,2.50273517897306e-07
"KDM5C",0.322636641854684,7.04341909828798,2.80290025910918e-09,2.56173983087493e-07
"EID1",-0.362773151701929,7.19937525273727,3.11229018206206e-09,2.81662261476616e-07
"MRPL16",-0.369283292619148,5.20241977912853,3.18989403803125e-09,2.85882639466664e-07
"SEMA3B",-0.9984781699445,3.66112090349033,3.30897170626407e-09,2.93703055966574e-07
"2-Mar",-0.500362104545802,4.09888123976893,3.3569637368127e-09,2.95125069090648e-07
"CDK11B",0.393811421769489,5.80261321463893,3.40449152947652e-09,2.96479823666017e-07
"RNF157",0.930910778857756,6.84358986151662,3.62786961973453e-09,3.08103462376276e-07
"GALNT15",0.938898209571764,5.78264108271759,3.6506206819584e-09,3.08103462376276e-07
"CETN3",-0.513836810141152,2.54952062999771,3.67045561239071e-09,3.08103462376276e-07
"ME3",-0.420734095888911,4.38383223013784,3.69165154593124e-09,3.08103462376276e-07
"SPAG9",0.278730507409825,7.73230100124536,3.70485151378687e-09,3.08103462376276e-07
"KLC1",0.270548317991699,7.04232972635801,3.78006477954437e-09,3.11551589106911e-07
"MGMT",-0.53039005338299,3.84710960755747,4.18409428890066e-09,3.41799773281788e-07
"DPT",-1.31698707332693,5.18533108206011,4.37564084732229e-09,3.52663414150174e-07
"AOX1",1.18068293289667,4.67701650532154,4.39348853074098e-09,3.52663414150174e-07
"SIRT7",0.529945793270641,2.96824688538529,4.54245837057696e-09,3.61477872575827e-07
"C4orf3",-0.534216435825045,6.11315452371427,5.18776694613758e-09,4.0832993808889e-07
"DIXDC1",-0.661160403446753,4.38525686300587,5.27587842881664e-09,4.0832993808889e-07
"GSE1",0.375349943747464,6.80452409085323,5.2817613540963e-09,4.0832993808889e-07
"CINP",-0.348311668988574,4.16161048505152,5.30815649124329e-09,4.0832993808889e-07
"SLC7A6",0.645376404751394,6.46816695377913,5.57270578738863e-09,4.25137579532102e-07
"SIRT3",-0.398527173414827,4.87484801904974,5.76763713664152e-09,4.3640211810113e-07
"SLC2A4RG",-0.50516104363915,6.36073523185061,5.94960349761941e-09,4.42067349854488e-07
"TXN2",-0.41264724994312,6.51366681575321,5.96432422498585e-09,4.42067349854488e-07
"ECHS1",-0.449411668502679,7.2740355046469,5.98617904147015e-09,4.42067349854488e-07
"ALDH7A1",-0.601295291686785,4.22379487537973,6.33093106518076e-09,4.63816068751457e-07
"CD36",-0.836731555664193,7.96219884526136,7.21055795276001e-09,5.21949292193015e-07
"COMMD7",-0.365111086272224,5.14928265330964,7.23751591384529e-09,5.21949292193015e-07
"ESR1",-0.76788396028922,3.23854796443147,7.39219708993965e-09,5.28971870831263e-07
"MRC2",-1.03742530784144,5.25160920009256,7.69037207294248e-09,5.45105027702141e-07
"BCAM",-0.790770448961494,5.68713014501505,7.73575545758644e-09,5.45105027702141e-07
"ACAA1",-0.393001546898266,5.20434387643934,7.84753512749731e-09,5.48792399711573e-07
"CNOT9",-0.272213542434766,4.73890673625666,8.04774430650603e-09,5.58561862356069e-07
"DHX38",0.253589244806082,6.17640822090743,8.4815419169374e-09,5.84276965934695e-07
"LAMA4",-1.1098242282506,5.06256206943986,8.71279698804111e-09,5.95761696271167e-07
"PRDM5",-0.627252340779528,2.13196439952119,9.43755697254869e-09,6.40574179511743e-07
"IRF2BP2",-0.545117015578548,6.6230097295833,9.51354042771291e-09,6.4101818750524e-07
"SLC5A6",0.442313082625218,4.71404448867126,9.69375841997087e-09,6.44036050776903e-07
"PELI3",0.427024614807506,4.10536694287227,9.69786708460509e-09,6.44036050776903e-07
"JUND",-0.704060789216362,6.16437558218313,9.82069330321332e-09,6.47534427728301e-07
"GLCE",-0.522376349030704,3.51428990078859,1.04517803685966e-08,6.80227500362439e-07
"ZSCAN18",-0.536046588073236,4.08166210672746,1.04639047829559e-08,6.80227500362439e-07
"MYH14",0.655432420059925,8.53216277894105,1.08499937780266e-08,7.00393654300446e-07
"UROD",-0.352442177533322,5.57533726360915,1.13846650962265e-08,7.24414059988604e-07
"MPP1",-0.383270524464018,4.4482191247002,1.13884207078454e-08,7.24414059988604e-07
"NLRX1",-0.436358938656464,5.15250556779161,1.15854620970433e-08,7.24414059988604e-07
"CALM3",-0.387534565593385,7.60715844648247,1.15986929797372e-08,7.24414059988604e-07
"LSP1",-1.01165579935258,4.84859076948701,1.16144817331073e-08,7.24414059988604e-07
"ZNF766",0.379676780818155,3.46470432733252,1.17221233807786e-08,7.26220945825281e-07
"DNAJC2",0.43621700436853,4.91786684671206,1.18053654460079e-08,7.26502189547325e-07
"FASTK",-0.436304843422411,6.89926290729634,1.21461115700937e-08,7.42521562275064e-07
"MED15",0.387002848804426,6.29500570363591,1.24034265485175e-08,7.53263358351084e-07
"ACE",-0.851444015722739,3.53656316629893,1.2992823213798e-08,7.83900333899147e-07
"GTF3C2",0.25123529757929,5.08065984571339,1.39604511800266e-08,8.36811200278085e-07
"TLN1",0.383096855412529,8.38299045337922,1.54922925318318e-08,9.22640982976382e-07
"FRAS1",-0.89641255181106,3.68065921691279,1.62660001579986e-08,9.62509278580035e-07
"GM2A",-0.726453183471041,3.72545103269399,1.66048265206198e-08,9.76300341476699e-07
"PLGRKT",-0.4348328629062,4.11904684612849,1.72432836425197e-08,1.00742247660822e-06
"ATG9A",0.381727326993268,7.44980205944492,1.80617009692049e-08,1.04860101664611e-06
"GLRX",0.731646998113283,7.14421107624603,1.83373337915146e-08,1.0579495514342e-06
"TEPSIN",0.452253421085665,3.04512844249684,1.85638003614542e-08,1.06436298842599e-06
"TRIM26",0.37472236543746,4.43915525630337,1.89332121096553e-08,1.07540213584351e-06
"GOLGA5",0.271843139711908,5.08393528201373,1.89893346487371e-08,1.07540213584351e-06
"HGS",0.371852832579256,5.95193281444164,1.92330538072524e-08,1.08084335052459e-06
"NMT1",0.284150600584137,6.65499195923388,1.93195919008295e-08,1.08084335052459e-06
"AP5B1",0.440703653274673,4.26196308285679,2.02330703894723e-08,1.12512935400734e-06
"UHRF1BP1L",0.427720249076858,5.34908228087954,2.04603501142312e-08,1.13095504134412e-06
